sentence1	sentence2	gold_label
한 젊은이가 세탁기 안을 빨래방을 본다.	세탁기 내부를 조사하는 남자.	entailment
한 젊은이가 세탁기 안을 빨래방을 본다.	한 후원자가 기계 안에서 빨래를 찾는다.	neutral
한 남자가 물 위 바위 절벽 꼭대기에 서 있다.	한 남자가 절벽 위에 있다.	entailment
한 남자가 물 위 바위 절벽 꼭대기에 서 있다.	한 남자가 절벽에서 다이빙을 할 준비를 하고 있다.	neutral
한 남자가 물 위 바위 절벽 꼭대기에 서 있다.	한 남자가 건물 마천루 위에 서 있다.	contradiction
두 어린 소녀가 수선화를 따요.	두 아이가 정원에 꽃을 심는다.	contradiction
두 어린 소녀가 수선화를 따요.	두 어린 소녀는 여러 종류의 꽃에서 꽃을 따요.	neutral
두 어린 소녀가 수선화를 따요.	두 소녀가 밖에서 꽃을 따요.	entailment
한 남자가 바다가 내려다보이는 바위 위에 서 있다.	잃어버린 개를 찾으려는 남자	neutral
한 남자가 바다가 내려다보이는 바위 위에 서 있다.	물을 보는 사람	entailment
한 남자가 바다가 내려다보이는 바위 위에 서 있다.	해안으로 헤엄쳐 가는 남자	contradiction
한 남자가 바다 앞의 바위투성이 선반에 팔을 내밀고 모래를 뿌린다.	한 여자가 모래사장의 한 지점에서 바다 위를 내다본다.	contradiction
한 남자가 바다 앞의 바위투성이 선반에 팔을 내밀고 모래를 뿌린다.	한 남자가 팔을 뻗은 채 오카엔이 내려다보이는 돌 같은 절벽에 서 있다.	entailment
한 남자가 바다 앞의 바위투성이 선반에 팔을 내밀고 모래를 뿌린다.	한 남자가 바닷가의 바위 절벽 꼭대기로 올라갔다.	neutral
바다 근처의 바위 가장자리에 서 있는 남자.	바다 근처의 바위 가장자리에 서 있는 사람.	entailment
바다 근처의 바위 가장자리에 서 있는 남자.	바다 근처의 바위 가장자리에 서 있는 여자.	contradiction
바다 근처의 바위 가장자리에 서 있는 남자.	바다 근처의 바위 가장자리에 서 있는 슬픈 남자.	neutral
바다 근처의 들쭉날쭉한 바위 위에 서 있는 남자.	2층 침대에서 자고 있는 남자.	contradiction
바다 근처의 들쭉날쭉한 바위 위에 서 있는 남자.	밖에 서 있는 남자.	entailment
바다 근처의 들쭉날쭉한 바위 위에 서 있는 남자.	비 오는 날 밖에 서 있는 남자.	neutral
빨간 모자를 쓴 여자가 강에서 낚시를 하고 있다.	여자는 낚시를 즐긴다.	neutral
빨간 모자를 쓴 여자가 강에서 낚시를 하고 있다.	검은 모자를 쓴 여자가 있다.	contradiction
빨간 모자를 쓴 여자가 강에서 낚시를 하고 있다.	빨간 모자를 쓴 여자가 있다.	entailment
빨간 머리의 여자가 카메라 밖을 본다.	빨간 머리가 카메라에서 떨어진 사람을 본다.	neutral
빨간 머리의 여자가 카메라 밖을 본다.	빨간 머리가 카메라에서 시선을 떼다	entailment
빨간 머리의 여자가 카메라 밖을 본다.	금발머리가 카메라에서 시선을 돌린다	contradiction
빨간 모자를 쓰고 머리를 묶고 회색 셔츠를 입은 소녀가 잔잔한 호수에서 낚시를 하고 있다.	빨간 모자를 쓴 소녀가 송어를 낚시하고 있다.	neutral
빨간 모자를 쓰고 머리를 묶고 회색 셔츠를 입은 소녀가 잔잔한 호수에서 낚시를 하고 있다.	한 소년이 호수에서 수영을 하고 있다.	contradiction
빨간 모자를 쓰고 머리를 묶고 회색 셔츠를 입은 소녀가 잔잔한 호수에서 낚시를 하고 있다.	소녀가 낚시를 하고 있다.	entailment
빨간 모자를 쓴 아가씨가 조용하고 평화로운 호수에서 낚시를 하고 있다.	아이들이 호수에서 튀고 있다.	contradiction
빨간 모자를 쓴 아가씨가 조용하고 평화로운 호수에서 낚시를 하고 있다.	여자가 호수에서 낚시를 하고 있다.	entailment
빨간 모자를 쓴 아가씨가 조용하고 평화로운 호수에서 낚시를 하고 있다.	붉은 모자 협회의 한 회원이 호수에서 보트 낚시를 하고 있다.	neutral
빨간 머리 여자가 먼 곳을 응시하고 있다.	그 여자는 갈색머리이다	contradiction
빨간 머리 여자가 먼 곳을 응시하고 있다.	여자는 빨간 머리를 하고 있다	entailment
빨간 머리 여자가 먼 곳을 응시하고 있다.	여자들은 아름답다	neutral
머리에 커다란 머리띠를 두른 곱슬곱슬한 빨간 머리 소녀.	금발로 머리를 감는다	contradiction
머리에 커다란 머리띠를 두른 곱슬곱슬한 빨간 머리 소녀.	머리띠를 두른 빨간머리	entailment
머리에 커다란 머리띠를 두른 곱슬곱슬한 빨간 머리 소녀.	영화 촬영 준비 중인 소녀	neutral
빨간 머리의 여자가 카메라맨을 지나간다.	빨간 머리를 한 여자가 카메라맨을 지나쳐 보인다.	entailment
빨간 머리의 여자가 카메라맨을 지나간다.	한 여자가 카메라맨을 지나쳐 보인다.	neutral
빨간 머리의 여자가 카메라맨을 지나간다.	카메라맨이 한 남자를 본다.	contradiction
길고 곱슬곱슬하고 붉은 머리와 초록색 눈을 가진 소녀.	남자	contradiction
길고 곱슬곱슬하고 붉은 머리와 초록색 눈을 가진 소녀.	머리와 눈을 가진 사람	entailment
길고 곱슬곱슬하고 붉은 머리와 초록색 눈을 가진 소녀.	예쁜 소녀	neutral
한 무리의 야영객들이 화상통 위에 음식을 굽는다.	사람들이 야외에서 요리를 하고 있다.	entailment
한 무리의 야영객들이 화상통 위에 음식을 굽는다.	야영객들이 수영하러 가고 있다.	contradiction
한 무리의 야영객들이 화상통 위에 음식을 굽는다.	야영객들은 저녁을 먹고 싶어 배가 고프다.	neutral
캠핑하는 사람들은 불 위에서 저녁을 요리하기 위해 석탄과 라이터를 사용한다.	한 무리의 사람들이 캠핑을 하고 저녁을 요리하고 있다.	entailment
캠핑하는 사람들은 불 위에서 저녁을 요리하기 위해 석탄과 라이터를 사용한다.	열린 불 위에서 스테이크를 요리하는 야영객들이 있다.	neutral
캠핑하는 사람들은 불 위에서 저녁을 요리하기 위해 석탄과 라이터를 사용한다.	숲에서 불을 지른 곰이 있다.	contradiction
한 무리의 친구들이 불 주변에서 요리를 한다.	한 무리의 사람들이 불에서 요리를 한다.	entailment
한 무리의 친구들이 불 주변에서 요리를 한다.	한 무리의 사람들이 음식을 먹는다.	contradiction
한 무리의 친구들이 불 주변에서 요리를 한다.	그들은 캠핑을 하고 있다.	neutral
불 옆에 서서 식사를 요리하는 4명	네 사람이 침대에서 자고 있다.	contradiction
불 옆에 서서 식사를 요리하는 4명	그 그룹은 두 아이가 있는 가족입니다.	neutral
불 옆에 서서 식사를 요리하는 4명	그 단체는 음식이 완성되기를 기다리고 있다.	entailment
야영지에서 요리하는 사람들.	노동자들이 기업 휴양지에 있다	neutral
야영지에서 요리하는 사람들.	사람들이 사과벌을 먹고 있다	contradiction
야영지에서 요리하는 사람들.	친구들이 캠핑을 나가고 있다	entailment
작은 개를 안고 있는 큰 개.	서로 옆에 두 마리의 동물이 있다.	entailment
작은 개를 안고 있는 큰 개.	고양이 두 마리가 자고 있다	contradiction
작은 개를 안고 있는 큰 개.	엄마는 강아지 옆에서 껴안는다	neutral
한 여성이 광고가 도배된 벽 앞으로 걸어간다.	한 여자가 서류로 뒤덮인 벽 앞으로 걸어간다.	entailment
한 여성이 광고가 도배된 벽 앞으로 걸어간다.	한 여자가 사진으로 뒤덮인 벽 앞에 서 있다.	contradiction
한 여성이 광고가 도배된 벽 앞으로 걸어간다.	한 여성이 지역 세차장 광고로 뒤덮인 벽을 지나가고 있다.	neutral
목줄에 묶인 작은 흑갈색 개가 목줄에 묶인 더 큰 삼색 개를 타고 뛰어오르고 있다.	어떤 개들은 침대 발치에서 자고 있다.	contradiction
목줄에 묶인 작은 흑갈색 개가 목줄에 묶인 더 큰 삼색 개를 타고 뛰어오르고 있다.	두 마리의 개가 밖에서 놀고 있다.	neutral
목줄에 묶인 작은 흑갈색 개가 목줄에 묶인 더 큰 삼색 개를 타고 뛰어오르고 있다.	작은 개가 뛰어내리고 있다.	entailment
개가 목줄을 매고 공원에서 다른 개의 귀를 갉아먹고 있다.	개가 물리고 있다	entailment
개가 목줄을 매고 공원에서 다른 개의 귀를 갉아먹고 있다.	그 개들은 애완동물 가게에 있다.	contradiction
개가 목줄을 매고 공원에서 다른 개의 귀를 갉아먹고 있다.	큰 개가 작은 개를 갉아먹고 있다.	neutral
작은 개가 큰 개와 놀기 위해 뛰어오른다.	개 두 마리가 놀고 있다.	neutral
작은 개가 큰 개와 놀기 위해 뛰어오른다.	노는 개는 없다.	contradiction
작은 개가 큰 개와 놀기 위해 뛰어오른다.	작은 개가 더 큰 개와 뛰어 놀고 있다.	entailment
개가 작은 동물을 입에 물고 있다.	개가 그 동물을 안전한 곳으로 데려오고 있다.	neutral
개가 작은 동물을 입에 물고 있다.	개는 입에 공이 있다.	contradiction
개가 작은 동물을 입에 물고 있다.	개는 다른 동물을 입에 넣고 있다.	entailment
솜털이 보송보송한 흰 개가 해안가를 따라 조약돌 위를 달리고 있다.	개가 트럭의 침대에 타고 있다.	contradiction
솜털이 보송보송한 흰 개가 해안가를 따라 조약돌 위를 달리고 있다.	개 한 마리가 물과 나란히 있다.	entailment
솜털이 보송보송한 흰 개가 해안가를 따라 조약돌 위를 달리고 있다.	개 한 마리가 해변에서 사냥을 하고 있다.	neutral
누군가가 밝은 녹색 흙자전거를 타고 풀밭을 지나가고 있다.	자전거 타는 사람이 야외에서 탄다	entailment
누군가가 밝은 녹색 흙자전거를 타고 풀밭을 지나가고 있다.	녹색 자전거를 탄 여자가 풀밭을 지나간다.	neutral
누군가가 밝은 녹색 흙자전거를 타고 풀밭을 지나가고 있다.	SUV를 탄 누군가가 거리를 달리고 있다	contradiction
발코니에서 말하는 그림자 같은 인물들.	밤 시간이다.	neutral
발코니에서 말하는 그림자 같은 인물들.	발코니는 비어 있다.	contradiction
발코니에서 말하는 그림자 같은 인물들.	사람들이 발코니에서 이야기를 나누고 있다.	entailment
한 어린 소녀가 화창한 날 뒷마당에 훌라후프를 던지고 있다.	어린 소녀가 밖에서 논다.	entailment
한 어린 소녀가 화창한 날 뒷마당에 훌라후프를 던지고 있다.	한 소년이 안에서 논다.	contradiction
한 어린 소녀가 화창한 날 뒷마당에 훌라후프를 던지고 있다.	그 소녀는 훌라후핑을 즐긴다.	neutral
마른 호수 침대에 서 있는 파란 셔츠를 입은 여자.	호수에서 보트 위에 서 있는 파란 셔츠를 입은 여자.	contradiction
마른 호수 침대에 서 있는 파란 셔츠를 입은 여자.	가뭄 때 마른 호수 침대에 서 있는 파란 셔츠를 입은 여자.	neutral
마른 호수 침대에 서 있는 파란 셔츠를 입은 여자.	밖에 서 있는 여자.	entailment
밤에 주차장에 있는 남녀.	남자와 여자가 누군가를 찾고 있다.	neutral
밤에 주차장에 있는 남녀.	한 남자와 한 여자가 공원을 걷고 있다.	contradiction
밤에 주차장에 있는 남녀.	한 남자와 한 여자가 그들의 차로 향하고 있다.	entailment
검은 셔츠를 입은 남자가 그녀 위에 서서 그의 전화를 확인하는 동안 밤에 연석에 앉아 있는 금발 여자.	한 남자가 여자친구 옆에 서서 전화기를 본다.	neutral
검은 셔츠를 입은 남자가 그녀 위에 서서 그의 전화를 확인하는 동안 밤에 연석에 앉아 있는 금발 여자.	한낮에 두 사람이 거리 근처에 서 있다.	contradiction
검은 셔츠를 입은 남자가 그녀 위에 서서 그의 전화를 확인하는 동안 밤에 연석에 앉아 있는 금발 여자.	한 남자가 길가에 있는 금발 여자 위에 서 있는 동안 그의 전화기를 본다.	entailment
한 남자가 이발소 문 앞에서 자고 있다.	이발소 문에서 잠든 남자가 있다.	neutral
한 남자가 이발소 문 앞에서 자고 있다.	바다에 잠든 사람이 있다.	contradiction
한 남자가 이발소 문 앞에서 자고 있다.	문간에 한 남자가 잠들어 있다.	entailment
남자가 휴대폰을 보는 동안 여자가 신발을 고치고 있다.	여자가 맨발로 걷고 있다	contradiction
남자가 휴대폰을 보는 동안 여자가 신발을 고치고 있다.	한 여성이 그녀의 쇼를 묶기 위해 멈추었고 그녀의 남편은 그의 전화를 확인하고 있다.	entailment
남자가 휴대폰을 보는 동안 여자가 신발을 고치고 있다.	여자가 신발끈을 넘어뜨리고 그의 전화에 있는 남자는 알아차리지 못한다.	neutral
어두운 옷을 입은 한 남자가 쇼핑몰 주차장에 앉아 있는 모델의 사진을 찍는다.	한 여성이 주차장에서 한 남자를 찍는다.	contradiction
