sentence1	sentence2	gold_label
"저는 당신이 스스로 이것을 하려고 노력한 것에 대해 존경합니다,"라고 그는 말했다.	"나는 네가 그것을 혼자 하는 것에 대해 존경한다,"라고 그는 말했다.	entailment
갈라타 타워(갈라타 쿨레시)는 식민지 방어의 핵심이었다.	식민지 방어의 중심 원칙은 갈라타 타워였다.	entailment
음, 여기 맥키니에서 범죄가 있었어. 어, 음...	범죄는 그곳에서 자주 일어나지 않기 때문에 그 범죄는 정말로 맥키니를 뒤흔들었다.	neutral
"난 수사를 돕고 싶어." 내가 그에게 말했다.	나는 도와주게 되어 매우 기뻤다.	neutral
그때는 폭력 범죄가 아니었다	아, 그럼 살인 같은 거?	contradiction
고대 알렉산드리아가 바다로 침몰했지만 도시는 무역 항구로 계속 번성했습니다.	그 도시는 번창하는 무역항을 잃었다.	contradiction
어, 내 허비는 그 카드를 사용할 때 너무 많은 통제력을 가지고 있지 않아. 어, 알아.	남편이 그렇게 많은 돈을 쓰지 않았으면 좋겠어요.	neutral
전쟁과 페스트의 비참한 영향으로 폴란드 인구는 감소하여 17세기 초의 총량의 약 절반인 4 백만 명으로 감소했습니다.	폴란드를 강타한 전염병은 세계 최악의 전염병이었다.	neutral
아니면 오히려 전범은 친구들보다 더 나쁜 대우를 받지 않는다.	전범은 공정한 대우를 받았다.	entailment
광범위한 참여는 초기 프로젝트 승인 또는 구매를 생성하여 나중에 의견 불일치 또는 변경 필요성의 가능성을 줄입니다.	앞으로의 의견 불일치와 변화의 필요성은 폭넓은 참여로 피할 수 있다.	entailment
그리고 밖에 호수가 몇 개 있었는데 낚시하러 갔다가 야영을 하고, 어, 항상 비가 오거나 뭔가 잘못될 것 같았고, 어, 우리는 그것에 대한 준비가 전혀 되어 있지 않았다.	우리가 캠핑을 할 때는 항상 순조롭게 진행되었다.	contradiction
분명히, 인종간 입양은 어리석은 짓이다.	입양은 불법이다.	contradiction
그래, 너는 친구들을 만나 사장을 초대하고 직장에 있는 친구들을 초대할 거야.	너는 너의 동료들을 초대해야 한다.	entailment
최근 대선에서 히스패닉 유권자의 투표율은 텍사스 60%, 캘리포니아 40%, 플로리다 10%로 증가했으며, 전체 히스패닉 투표의 4표 중 약 3표가 클린턴 대통령에게 돌아간다(1992년보다 1%포인트 높은).	클린턴은 히스패닉 유권자들에게 직접 선거운동을 했다.	neutral
관광청 맞은편 펑칼란 웰드의 반대편 끝에는 빅토리아 여왕의 다이아몬드 희년을 기념하기 위해 지어진 잼 베사르(페낭 시계탑)가 있으며, 1897년 읍내에 선물되었다.	페낭 시계탑은 여왕의 다이아몬드 희년을 기념하기 위해 지어졌다.	entailment
마침내 그렇게 되었을 때, 적들이 그들이 1마일을 갈 수 있다는 것을 깨달았다는 것은 정말 놀라운 일이 아니다.	적들은 그들이 그것을 하기 전에 1마일을 갈 수 있다는 것을 깨닫지 못했다.	neutral
"우리는 좋은 프로그램을 가지고 있었습니다,"라고 펙은 말했다.	"우리는 끔찍한 프로그램을 가지고 있습니다,"라고 펙은 말했다.	contradiction
GAO가 검토한 기관들은 고위 간부들이 개별 성과 계획에서 다루어야 할 균형 잡힌 기대의 초기 세트를 개발했다.	GAO는 모든 최고 경영자들에게 연례 검토의 일환으로 4층 건물에서 뛰어내릴 것을 요청했다.	contradiction
그러나 그것과 그의 주위의 우주에 대한 모든 정확한 비유에도 불구하고, 하늘은 여전히 산산조각이 나고 있었다!	그의 주위의 우주에 대한 비유는 너무 부정확했다.	contradiction
고어의 마이크로 제안(스프롤, 교통 등)을 경시해 온 브래들리는 자신의 자칭 질문을 받게 될 것이다.	상대방을 심문한 그들은 곧 스스로 심문을 받게 될 것이다.	entailment
그들은 곧 자리를 잃게 될 것이다.	그들은 곧 땅을 잃게 될 것이다.	entailment
협상이 시작되었고, 1984년 마가렛 대처 총리는 중-영국 공동선언에 서명했는데, 이 선언에서 영국은 1997년 신영토와 홍콩 전체를 중국으로 이전하는 것을 확인했다.	1984년 논의가 끝난 후 영국은 중국에 땅을 주었다.	entailment
알돈카 양은 여전히 의심스러웠고 크자렉은 그의 노력을 두 배로 늘렸다.	알돈카 양은 크자렉을 전적으로 신뢰합니다	contradiction
그것은 엘렌 바킨에게 깊은 인상을 줄 것이다.	엘렌 베이커는 감명을 받을 것이다.	contradiction
그녀가 도망을 떠나려 할 때, 나는 내 눈으로 그를 보지 못했을까?	내가 그가 새끼를 죽이는 것을 보지 않았니?	entailment
(JFMIP, 1991년 10월의 중앙 기관의 기본 금융 정보 요구 사항 표준화 프로젝트, 이후 JFMIP 표준화 프로젝트로 인용)	JFMIP 표준화 프로젝트 보고서는 1991년에 나왔다.	entailment
연방 YEDPA와 CETA-School Linkage를 통한 협업 의무화.	CETA와 학교 사이에는 연관성이 없다.	contradiction
그들이 모르는 사이에 나는 귀를 기울였다.	그녀는 내가 듣고 있다는 것을 완전히 알고 있었다.	contradiction
이 건조한 육지 열대우림은 해발 바로 위에서 900m(3,000ft)의 고도까지 가장 자주 볼 수 있는 것이다.	900m 이상의 건지 열대우림은 없다.	neutral
그냥 힌트일 뿐이야, 그가 말했다.	너는 도움이 필요 없으니 힌트였는지는 언급하지 않겠다.	contradiction
이 파편을 바탕으로 핑크는 원래 플루트가 적어도 6개의 구멍을 포함하고 있으며 길이가 16인치에 가까웠다고 추측한다.	플루트에서 20개의 조각이 없어졌다.	neutral
이거 정말 짜증나.	악취가 난다고 생각해.	entailment
한 가지 가능성은 이익의 일부를 경영진에 성과 보너스로 사용할 수 있도록 하는 것이지만, 높고 지속적인 이익이 발생할 경우 우려할 만한 이유가 있을 것이다.	한 가지 선택사항은 이익의 일부를 경영진에 대한 보너스로 사용하는 것이다.	entailment
비탈에 안개에 싸인 하얀 집들.	푸른 집들이 경사면 주변에 위치해 있다.	contradiction
Griffith Park에는 기차, 조랑말 및 역마차 타기, 캐러셀 및 Griffith Observatory를 비롯한 여러 가지 다른 명소가 있습니다.	그리피스 공원에서 즐길 수 있는 재미가 있다.	entailment
좋아, 약물 검사에 대해 어떻게 생각해?	난 이미 네가 어떻게 생각하는지 알고 있어.	contradiction
수출주도 경제성장이 신흥 산업국 국민에게 주는 혜택은 추측의 문제가 아니다.	수출은 경제 성장을 주도하여 산업 경제의 많은 사람들에게 혜택을 주었다.	entailment
한 사람이 당신이 믿는 것을 정확히 믿는 완벽한 사람을 갖는 것은 정말 어려울 것이다.	완벽한 사람을 갖는 것은 쉽지 않을 것이다.	entailment
그것은 확실히 무관하다. 왜냐하면 그것은 LSC 프로그램이 결코 제정되지 않았더라면 그가 겪었을 것보다 더 나쁜 상태를 남겨두지 않기 때문이다.	그것은 확실히 무관하다. 복지 수혜자에게 부정적인 영향은 없다.	entailment
예 목요일	네, 목요일입니다.	entailment
빅터 휴고는 6번에 살았는데, 지금은 그의 원고, 공예품, 그림의 박물관이 되었다.	그들은 휴고의 집을 그의 만년에 관한 박물관으로 만들었다.	neutral
그의 후계자들은 테베에 권력 기반을 건설하고 이집트 예술과 고고학에 광범위한 영향을 미치는 문화적 르네상스를 시작했습니다.	그들은 위대한 사회가 된 테베에 권력 기반을 건설했다.	neutral
Chios Town의 서쪽에는 1822년의 혈통을 그래픽으로 상기시켜줍니다.	치오스 타운 지역은 19세기 동안 반복되는 평화를 경험했다.	contradiction
펜과 DLC는 클린턴이 덜 진보적이었기 때문에 1996년 의회 민주당원들보다 더 잘했다는 이론을 퍼뜨리고 있다.	1996년에 클린턴은 의회 민주당원들보다 더 잘했다.	entailment
시간은 그녀를 클린턴의 한때 비밀 컨설턴트였던 딕 모리스에 비유하며 고어가 그녀를 깊은 은폐를 하고 있었을지도 모른다고 암시한다.	시간은 고어가 그녀를 스파이로 이용하고 있었다는 진술을 한다.	entailment
나는 뉴잉글랜드 패트리어츠에 2.5점 약자로 75달러를, 클리블랜드 인디언스와의 보스턴 레드삭스 플레이오프 경기에 50달러를 걸었다.	나는 어떤 경기에서도 뉴잉글랜드 패트리어츠와 보스턴 레드삭스에 내기를 걸지 않는다.	contradiction
가장 최근의 이론이 무엇이든 기자의 피라미드(가장 잘 알려진)는 의심할 여지 없이 그들 앞에 서 있는 놀라운 광경이다.	기자의 가장 잘 알려진 피라미드는 놀라운 광경입니다	entailment
바로 그것에 대해 많은 논쟁이 있었다. 나도 흡연자가 아니다.	그것에 대해 많은 논란이 있었고 나는 담배를 피우지 않는다.	entailment
음, 난 밖에 살았는데 타플리가 다시 차를 세운 것 같아.	여기가 내가 살던 곳이고 그들이 타플리를 다시 끌어낸 것 같다.	entailment
프랑스 주요 신문들은 알제리의 강제 아랍화에 초점을 맞췄는데, 일요일에는 알제리 아랍어, 베르베르 아랍어, 프랑스어 사용이 금지되어 고전 아랍어가 이 나라의 유일한 공식 언어가 되었다.	고전 아랍어는 알제리에서 유일한 공용어가 되었다.	entailment
플리스의 아킬레스건은 나일론 코팅이 없으면 바람 저항이 전혀 없다는 것이다. 즉, 양모와 면화가 양털을 통해 바로 잘려나갈 수 있는 약간의 바람이다.	양털은 여러분을 따뜻하게 하기에 좋은 재료입니다.	contradiction
그것은 그녀의 잠재의식적인 자아, 아니 전문용어가 무엇이든 간에 엄청난 큰 혹을 주고, 즉시 다시 기능하기 시작하지 않을까?"	그것이 그녀를 기절시키고 잠재의식이 기능하는 것을 막지 않을까?	contradiction
원래 인증 절차는 FCC 실험실에 서면 신청서, 시험 보고서 및 수수료(및 경우에 따라 시험 장치)를 제출해야 했다.	장치를 6피트 높이에서 떨어뜨리는 것은 시험 과정의 일부분이다.	neutral
사람들이 자신의 삶에서 무언가를 더하거나 빼낼 때 다른 사람들도 똑같이 해야 한다고 생각하는 것은 인간 본성의 규칙이다.	사람들은 삶의 변화에 대해 공유하지 않는 경향이 있다.	contradiction
그러므로, 1온스 이상의 무게가 나가는 편지	그 편지는 1그램도 되지 않았다.	contradiction
이사회는 회계사, 규제기관, 기업경영, 이사회(공급측)가 무엇을 해야 하는지에 초점을 맞추는 것 외에도 기업지배구조에서 투자자와 다른 금융정보 이용자(수요측)가 원하는 것에 더 집중할 필요가 있다.	이사회는 투자자들이 그들의 기업으로부터 원하는 것에 초점을 맞춰야 한다.	entailment
그래, 좋았어. 나도 좋아했어. 어 쿠조도 좋아했어.	쿠조는 내가 가장 좋아했다.	neutral
저녁 공연에는 라세륨 라이트 콘서트가 뒤따른다.	오늘 저녁 쇼에는 코난 오브라이언이 출연한다.	neutral
오, 정말 전체 길이나 어	항목 길이의 절반만 사용되었습니다.	contradiction
9월 11일 이후의 새롭고 무서운 풍경 속에서도 헌법과 권리장전의 친숙한 랜드마크는 실제로 우리를 인도해야 한다.	헌법의 랜드마크는 9/11 이후 우리에게 거의 도움이 되지 않을 수 있다.	contradiction
그래, 그래, 난 책상 일이 있어. 내가 그렇게 많이 돌아다닐 기회가 없다는 걸 알지? 어, 그리고 그게 더 좋아졌어. 하지만 내가 뉴햄프셔에 살았고 매일 보스턴으로 통근할 수 있는 시간이 많아졌어.	나는 그렇게 많이 돌아다니지 않는다.왜냐하면 내 일은 대부분 책상 앞에 앉아 있기 때문이다.	entailment
"정확히 서리가 왜 그래?" 나는 묻지 않을 수 없었다.	나는 프로스팅에 무슨 문제가 있는지 물었다.	entailment
밤에 그 지역은 식당, 극장, 술집, 파도 클럽에서 손님들이 몰려든다.	밤이면 그곳은 완전히 완전히 텅 비어 있다.	contradiction
룩소르 사원은 사운드와 라이트 쇼가 없지만 매일 저녁 늦게 열려 있어 투광 조명 아래 있는 장엄한 유적을 즐길 수 있는 기회를 제공한다.	룩소르 사원의 잔해는 투광등 아래에서 볼 수 있다.	entailment
